a,b,a_flavors,b_flavors,compatibility
white wine,red onion,sulfurous@hop_oil@peach@fat@apple@overripe fruit@vegetable@odorless@balsamic@herbal@floral@apricot@solvent@powdery@pungent@naphthyl@fatty@marshmallow@rancid@citrus@ether@soap@fermented@oil@minty@acetophenone@clove@leafy@chocolate@spice@sour@apple skin@mild@orange@lemon@potato@crushed bug@pineapple@coconut@caramellic@phenolic@balsam@cooling@ethereal@rose@burnt@nutty@musty@alcoholic@vanilla@banana peel@orris@slightly rose@butter@truffle@ammoniacal@alkaline@violet@sulfur@tobacco@smoke@honeysuckle@malt@unpleasant@waxy@yeast@bready@rubber@earthy@medical@tropical@raw@alcohol@red rose@berry@garlic@hawthorne@strawberry@pepper@mint@cheesy@neroli@acetic@creamy@jasmin@must@fragrant@caramel@butterscotch@peppery@curry@fruity@carnation@woody@wine@aniseed@flat@cultured dairy@mignonette@mouldy,new mown hay@bitter@musty@sulfurous@prune@lemon@ether@citrus@odorless@butterscotch@magnolia@phenolic@sulfur@strong@berry@grassy@sour@shrimp@herbal@leafy@rose@roasted@apple@nutty@vanilla@oil@powdery@peppery@mustard@carnation@bland@tobacco@honeysuckle@malt@garlic@spice@rubber@minty@mint@potato@camphoraceous@hawthorne@moss@balsamic@pineapple@solvent@ethereal@brown@floral@cherry@burnt@butter@acidic@woody@storax@almond@balsam@peach@orange,0.027379400260756193
white wine,chicken broth,sulfurous@hop_oil@peach@fat@apple@overripe fruit@vegetable@odorless@balsamic@herbal@floral@apricot@solvent@powdery@pungent@naphthyl@fatty@marshmallow@rancid@citrus@ether@soap@fermented@oil@minty@acetophenone@clove@leafy@chocolate@spice@sour@apple skin@mild@orange@lemon@potato@crushed bug@pineapple@coconut@caramellic@phenolic@balsam@cooling@ethereal@rose@burnt@nutty@musty@alcoholic@vanilla@banana peel@orris@slightly rose@butter@truffle@ammoniacal@alkaline@violet@sulfur@tobacco@smoke@honeysuckle@malt@unpleasant@waxy@yeast@bready@rubber@earthy@medical@tropical@raw@alcohol@red rose@berry@garlic@hawthorne@strawberry@pepper@mint@cheesy@neroli@acetic@creamy@jasmin@must@fragrant@caramel@butterscotch@peppery@curry@fruity@carnation@woody@wine@aniseed@flat@cultured dairy@mignonette@mouldy,,0.05284334763948498
white wine,thyme,sulfurous@hop_oil@peach@fat@apple@overripe fruit@vegetable@odorless@balsamic@herbal@floral@apricot@solvent@powdery@pungent@naphthyl@fatty@marshmallow@rancid@citrus@ether@soap@fermented@oil@minty@acetophenone@clove@leafy@chocolate@spice@sour@apple skin@mild@orange@lemon@potato@crushed bug@pineapple@coconut@caramellic@phenolic@balsam@cooling@ethereal@rose@burnt@nutty@musty@alcoholic@vanilla@banana peel@orris@slightly rose@butter@truffle@ammoniacal@alkaline@violet@sulfur@tobacco@smoke@honeysuckle@malt@unpleasant@waxy@yeast@bready@rubber@earthy@medical@tropical@raw@alcohol@red rose@berry@garlic@hawthorne@strawberry@pepper@mint@cheesy@neroli@acetic@creamy@jasmin@must@fragrant@caramel@butterscotch@peppery@curry@fruity@carnation@woody@wine@aniseed@flat@cultured dairy@mignonette@mouldy,fat@new mown hay@herbal@prune@powdery@ether@citrus@odorless@bitter@butterscotch@woody@smoky@sulfur@strong@berry@lemon@spice@leafy@roasted@nutty@fatty@vanilla@oil@resinous@peppery@carnation@bland@mint@tobacco@honeysuckle@wax@apple@minty@raw@must@camphoraceous@sour@red rose@wood@hawthorne@balsamic@solvent@floral@cherry@green@burnt@butter@jasmin@storax@cedar@almond@peach@orange@musty@sulfurous@magnolia@phenolic@fir needle@grassy@shrimp@sweet@rose@warm@mustard@cooling@malt@coconut@rubber@potato@moss@licorice@pineapple@ethereal@brown@amber@harsh@acidic@spicy@balsam@cultured dairy@lilac,0.05392953929539295
white wine,celery,sulfurous@hop_oil@peach@fat@apple@overripe fruit@vegetable@odorless@balsamic@herbal@floral@apricot@solvent@powdery@pungent@naphthyl@fatty@marshmallow@rancid@citrus@ether@soap@fermented@oil@minty@acetophenone@clove@leafy@chocolate@spice@sour@apple skin@mild@orange@lemon@potato@crushed bug@pineapple@coconut@caramellic@phenolic@balsam@cooling@ethereal@rose@burnt@nutty@musty@alcoholic@vanilla@banana peel@orris@slightly rose@butter@truffle@ammoniacal@alkaline@violet@sulfur@tobacco@smoke@honeysuckle@malt@unpleasant@waxy@yeast@bready@rubber@earthy@medical@tropical@raw@alcohol@red rose@berry@garlic@hawthorne@strawberry@pepper@mint@cheesy@neroli@acetic@creamy@jasmin@must@fragrant@caramel@butterscotch@peppery@curry@fruity@carnation@woody@wine@aniseed@flat@cultured dairy@mignonette@mouldy,new mown hay@herbal@spicy@prune@minty@ether@citrus@sweet@odorless@bitter@butterscotch@sulfur@woody@sour@strong@berry@lovage@jasmin@lemon@caramellic@peach@spice@leafy@roasted@nutty@vanilla@oil@resinous@powdery@peppery@potato@caraway@carnation@mint@bland@tobacco@honeysuckle@wax@apple@hawthorne@bready@must@camphoraceous@balsamic@solvent@lime@floral@cherry@banana peel@burnt@butter@curry@storax@sweat@almond@orange@musty@sulfurous@wood@fatty@rancid@magnolia@phenolic@fir needle@egg@grassy@ammoniacal@balsam@cool@shrimp@rose@warm@mustard@parsley@alkaline@malt@rubber@caramel@green@pine@pepper@moss@acetic@licorice@lard@pineapple@ethereal@fragrant@brown@harsh@acidic@lilac,0.02631578947368421
white wine,heavy cream,sulfurous@hop_oil@peach@fat@apple@overripe fruit@vegetable@odorless@balsamic@herbal@floral@apricot@solvent@powdery@pungent@naphthyl@fatty@marshmallow@rancid@citrus@ether@soap@fermented@oil@minty@acetophenone@clove@leafy@chocolate@spice@sour@apple skin@mild@orange@lemon@potato@crushed bug@pineapple@coconut@caramellic@phenolic@balsam@cooling@ethereal@rose@burnt@nutty@musty@alcoholic@vanilla@banana peel@orris@slightly rose@butter@truffle@ammoniacal@alkaline@violet@sulfur@tobacco@smoke@honeysuckle@malt@unpleasant@waxy@yeast@bready@rubber@earthy@medical@tropical@raw@alcohol@red rose@berry@garlic@hawthorne@strawberry@pepper@mint@cheesy@neroli@acetic@creamy@jasmin@must@fragrant@caramel@butterscotch@peppery@curry@fruity@carnation@woody@wine@aniseed@flat@cultured dairy@mignonette@mouldy,sour@grassy@bitter@bland,0.07136836189940994
white wine,cream,sulfurous@hop_oil@peach@fat@apple@overripe fruit@vegetable@odorless@balsamic@herbal@floral@apricot@solvent@powdery@pungent@naphthyl@fatty@marshmallow@rancid@citrus@ether@soap@fermented@oil@minty@acetophenone@clove@leafy@chocolate@spice@sour@apple skin@mild@orange@lemon@potato@crushed bug@pineapple@coconut@caramellic@phenolic@balsam@cooling@ethereal@rose@burnt@nutty@musty@alcoholic@vanilla@banana peel@orris@slightly rose@butter@truffle@ammoniacal@alkaline@violet@sulfur@tobacco@smoke@honeysuckle@malt@unpleasant@waxy@yeast@bready@rubber@earthy@medical@tropical@raw@alcohol@red rose@berry@garlic@hawthorne@strawberry@pepper@mint@cheesy@neroli@acetic@creamy@jasmin@must@fragrant@caramel@butterscotch@peppery@curry@fruity@carnation@woody@wine@aniseed@flat@cultured dairy@mignonette@mouldy,sour@grassy@bitter@bland,0.05977203224909647
white wine,italian seasoning,sulfurous@hop_oil@peach@fat@apple@overripe fruit@vegetable@odorless@balsamic@herbal@floral@apricot@solvent@powdery@pungent@naphthyl@fatty@marshmallow@rancid@citrus@ether@soap@fermented@oil@minty@acetophenone@clove@leafy@chocolate@spice@sour@apple skin@mild@orange@lemon@potato@crushed bug@pineapple@coconut@caramellic@phenolic@balsam@cooling@ethereal@rose@burnt@nutty@musty@alcoholic@vanilla@banana peel@orris@slightly rose@butter@truffle@ammoniacal@alkaline@violet@sulfur@tobacco@smoke@honeysuckle@malt@unpleasant@waxy@yeast@bready@rubber@earthy@medical@tropical@raw@alcohol@red rose@berry@garlic@hawthorne@strawberry@pepper@mint@cheesy@neroli@acetic@creamy@jasmin@must@fragrant@caramel@butterscotch@peppery@curry@fruity@carnation@woody@wine@aniseed@flat@cultured dairy@mignonette@mouldy,,0.011748998664886516
white wine,linguine,sulfurous@hop_oil@peach@fat@apple@overripe fruit@vegetable@odorless@balsamic@herbal@floral@apricot@solvent@powdery@pungent@naphthyl@fatty@marshmallow@rancid@citrus@ether@soap@fermented@oil@minty@acetophenone@clove@leafy@chocolate@spice@sour@apple skin@mild@orange@lemon@potato@crushed bug@pineapple@coconut@caramellic@phenolic@balsam@cooling@ethereal@rose@burnt@nutty@musty@alcoholic@vanilla@banana peel@orris@slightly rose@butter@truffle@ammoniacal@alkaline@violet@sulfur@tobacco@smoke@honeysuckle@malt@unpleasant@waxy@yeast@bready@rubber@earthy@medical@tropical@raw@alcohol@red rose@berry@garlic@hawthorne@strawberry@pepper@mint@cheesy@neroli@acetic@creamy@jasmin@must@fragrant@caramel@butterscotch@peppery@curry@fruity@carnation@woody@wine@aniseed@flat@cultured dairy@mignonette@mouldy,,0.0801254633589963
white wine,shrimp,sulfurous@hop_oil@peach@fat@apple@overripe fruit@vegetable@odorless@balsamic@herbal@floral@apricot@solvent@powdery@pungent@naphthyl@fatty@marshmallow@rancid@citrus@ether@soap@fermented@oil@minty@acetophenone@clove@leafy@chocolate@spice@sour@apple skin@mild@orange@lemon@potato@crushed bug@pineapple@coconut@caramellic@phenolic@balsam@cooling@ethereal@rose@burnt@nutty@musty@alcoholic@vanilla@banana peel@orris@slightly rose@butter@truffle@ammoniacal@alkaline@violet@sulfur@tobacco@smoke@honeysuckle@malt@unpleasant@waxy@yeast@bready@rubber@earthy@medical@tropical@raw@alcohol@red rose@berry@garlic@hawthorne@strawberry@pepper@mint@cheesy@neroli@acetic@creamy@jasmin@must@fragrant@caramel@butterscotch@peppery@curry@fruity@carnation@woody@wine@aniseed@flat@cultured dairy@mignonette@mouldy,orange@bready@fatty@roast beef@cheesy@floral@fat@sulfurous@coconut@acrylic@solvent@raw@potato@butter@spice@sour@lemon@bean@roast@rancid@burnt@bland@vegetable@alcoholic@chocolate@soap@hazelnut@citrus@ethereal@fennel@phenol@sulfur@strong@egg@peach@caramel@beefy@bitter@oil@grassy@acetone@malt@sweet@cultured dairy@tobacco@sweaty@cabbage,0.08593978368897984
white wine,green pepper,sulfurous@hop_oil@peach@fat@apple@overripe fruit@vegetable@odorless@balsamic@herbal@floral@apricot@solvent@powdery@pungent@naphthyl@fatty@marshmallow@rancid@citrus@ether@soap@fermented@oil@minty@acetophenone@clove@leafy@chocolate@spice@sour@apple skin@mild@orange@lemon@potato@crushed bug@pineapple@coconut@caramellic@phenolic@balsam@cooling@ethereal@rose@burnt@nutty@musty@alcoholic@vanilla@banana peel@orris@slightly rose@butter@truffle@ammoniacal@alkaline@violet@sulfur@tobacco@smoke@honeysuckle@malt@unpleasant@waxy@yeast@bready@rubber@earthy@medical@tropical@raw@alcohol@red rose@berry@garlic@hawthorne@strawberry@pepper@mint@cheesy@neroli@acetic@creamy@jasmin@must@fragrant@caramel@butterscotch@peppery@curry@fruity@carnation@woody@wine@aniseed@flat@cultured dairy@mignonette@mouldy,new mown hay@prune@alkane@powdery@wood@naphthyl@ether@citrus@odorless@bland@butterscotch@bitter@pungent@sulfur@sour@strong@ethereal@berry@caraway@lemon@paint@spice@acrylic@leafy@roasted@chocolate@alcoholic@nutty@vanilla@oil@dry@resinous@hazelnut@peppery@tallow@orange@violet@carnation@tobacco@lime@mint@honeysuckle@apple@hawthorne@chemical@minty@phenol@coconut@must@camphoraceous@butter@caramel@cheesy@herbal@balsamic@solvent@floral@magnolia@cherry@fruity@burnt@fatty@storax@sweat@geranium@almond@peach@musty@sulfurous@apricot@kiwi@wax@bean@rancid@earthy@phenolic@fir needle@soap@apple skin@grassy@ammoniacal@acidic@shrimp@sweet@rose@mustard@alkaline@smoke@malt@rubber@potato@pepper@moss@pineapple@brown@harsh@woody@balsam@cultured dairy,0.004644808743169399
white wine,shallot,sulfurous@hop_oil@peach@fat@apple@overripe fruit@vegetable@odorless@balsamic@herbal@floral@apricot@solvent@powdery@pungent@naphthyl@fatty@marshmallow@rancid@citrus@ether@soap@fermented@oil@minty@acetophenone@clove@leafy@chocolate@spice@sour@apple skin@mild@orange@lemon@potato@crushed bug@pineapple@coconut@caramellic@phenolic@balsam@cooling@ethereal@rose@burnt@nutty@musty@alcoholic@vanilla@banana peel@orris@slightly rose@butter@truffle@ammoniacal@alkaline@violet@sulfur@tobacco@smoke@honeysuckle@malt@unpleasant@waxy@yeast@bready@rubber@earthy@medical@tropical@raw@alcohol@red rose@berry@garlic@hawthorne@strawberry@pepper@mint@cheesy@neroli@acetic@creamy@jasmin@must@fragrant@caramel@butterscotch@peppery@curry@fruity@carnation@woody@wine@aniseed@flat@cultured dairy@mignonette@mouldy,new mown hay@bitter@musty@sulfurous@prune@lemon@ether@citrus@odorless@butterscotch@magnolia@phenolic@sulfur@strong@berry@grassy@sweaty@sour@shrimp@herbal@cabbage@leafy@rose@roasted@apple@nutty@vanilla@oil@powdery@peppery@mustard@carnation@bland@tobacco@peach@honeysuckle@malt@spice@rubber@minty@mint@potato@camphoraceous@hawthorne@moss@balsamic@pineapple@solvent@ethereal@orange@brown@coconut@floral@cherry@burnt@butter@acidic@woody@storax@almond@balsam,0.0886558627264061
white wine,scallion,sulfurous@hop_oil@peach@fat@apple@overripe fruit@vegetable@odorless@balsamic@herbal@floral@apricot@solvent@powdery@pungent@naphthyl@fatty@marshmallow@rancid@citrus@ether@soap@fermented@oil@minty@acetophenone@clove@leafy@chocolate@spice@sour@apple skin@mild@orange@lemon@potato@crushed bug@pineapple@coconut@caramellic@phenolic@balsam@cooling@ethereal@rose@burnt@nutty@musty@alcoholic@vanilla@banana peel@orris@slightly rose@butter@truffle@ammoniacal@alkaline@violet@sulfur@tobacco@smoke@honeysuckle@malt@unpleasant@waxy@yeast@bready@rubber@earthy@medical@tropical@raw@alcohol@red rose@berry@garlic@hawthorne@strawberry@pepper@mint@cheesy@neroli@acetic@creamy@jasmin@must@fragrant@caramel@butterscotch@peppery@curry@fruity@carnation@woody@wine@aniseed@flat@cultured dairy@mignonette@mouldy,new mown hay@bitter@musty@sulfurous@prune@lemon@ether@citrus@odorless@butterscotch@magnolia@phenolic@sulfur@strong@berry@grassy@sour@shrimp@herbal@leafy@rose@roasted@apple@nutty@vanilla@oil@powdery@peppery@mustard@carnation@bland@tobacco@honeysuckle@malt@spice@rubber@minty@mint@potato@camphoraceous@hawthorne@moss@balsamic@pineapple@solvent@ethereal@brown@floral@cherry@burnt@butter@acidic@woody@storax@almond@balsam@peach@orange,0.01336104513064133
green onion,garlic,new mown hay@bitter@musty@sulfurous@prune@lemon@ether@citrus@odorless@butterscotch@magnolia@phenolic@sulfur@strong@berry@grassy@sour@shrimp@herbal@leafy@rose@roasted@apple@nutty@vanilla@oil@powdery@peppery@mustard@carnation@bland@tobacco@honeysuckle@malt@spice@rubber@minty@mint@potato@camphoraceous@hawthorne@moss@balsamic@pineapple@solvent@ethereal@brown@floral@cherry@burnt@butter@acidic@woody@storax@almond@balsam@peach@orange,bland@new mown hay@prune@powdery@ether@citrus@odorless@butterscotch@bitter@ethereal@sulfur@strong@berry@garlic@roast beef@sulfurous@cabbage@leafy@roasted@sour@nutty@vanilla@oil@peppery@potato@carnation@tobacco@honeysuckle@cherry@apple@spice@minty@mint@camphoraceous@hawthorne@balsamic@solvent@floral@herbal@burnt@butter@storax@vegetable@green@almond@mustard@peach@orange@musty@lemon@magnolia@phenolic@smoke@roast@grassy@shrimp@rose@malt@rubber@moss@pineapple@brown@acidic@woody@balsam@mild,0.05494456165551914
green onion,salt,new mown hay@bitter@musty@sulfurous@prune@lemon@ether@citrus@odorless@butterscotch@magnolia@phenolic@sulfur@strong@berry@grassy@sour@shrimp@herbal@leafy@rose@roasted@apple@nutty@vanilla@oil@powdery@peppery@mustard@carnation@bland@tobacco@honeysuckle@malt@spice@rubber@minty@mint@potato@camphoraceous@hawthorne@moss@balsamic@pineapple@solvent@ethereal@brown@floral@cherry@burnt@butter@acidic@woody@storax@almond@balsam@peach@orange,bitter@sour@grassy,0.043679955906669114
green onion,olive oil,new mown hay@bitter@musty@sulfurous@prune@lemon@ether@citrus@odorless@butterscotch@magnolia@phenolic@sulfur@strong@berry@grassy@sour@shrimp@herbal@leafy@rose@roasted@apple@nutty@vanilla@oil@powdery@peppery@mustard@carnation@bland@tobacco@honeysuckle@malt@spice@rubber@minty@mint@potato@camphoraceous@hawthorne@moss@balsamic@pineapple@solvent@ethereal@brown@floral@cherry@burnt@butter@acidic@woody@storax@almond@balsam@peach@orange,,0.03213830553554607
green onion,tomato,new mown hay@bitter@musty@sulfurous@prune@lemon@ether@citrus@odorless@butterscotch@magnolia@phenolic@sulfur@strong@berry@grassy@sour@shrimp@herbal@leafy@rose@roasted@apple@nutty@vanilla@oil@powdery@peppery@mustard@carnation@bland@tobacco@honeysuckle@malt@spice@rubber@minty@mint@potato@camphoraceous@hawthorne@moss@balsamic@pineapple@solvent@ethereal@brown@floral@cherry@burnt@butter@acidic@woody@storax@almond@balsam@peach@orange,hop_oil@peach@new mown hay@bitter@musty@citrus@sulfurous@prune@wood@lemon@cherry@solvent@wax@caramel@wasabi@powdery@ether@apple@fatty@rancid@earthy@odorless@soap@butterscotch@magnolia@phenolic@pungent@sulfur@oil@strong@berry@egg@tobacco@grassy@nut@acetone@leafy@potato@chocolate@floral@sour@benzaldehyde@raw@phenol@caramellic@shrimp@lactonic@roast beef@herbal@spice@acrylic@sweet@rose@roasted@burnt@coconut@nutty@banana peel@vanilla@mint@flower@resinous@butter@peppery@mustard@orange@oily@violet@carnation@bland@mild@neroli@cooling@honeysuckle@malt@unpleasant@ammonia@hawthorne@bready@minty@rubber@cheesy@medical@fat@camphoraceous@pineapple@alkane@moss@lard@balsamic@lavender@ethereal@fragrant@brown@hazelnut@alcoholic@oriental@harsh@watercress@curry@waxy@acidic@woody@storax@wine@geranium@almond@flat@spicy@balsam@cultured dairy,0.04108879553432698
green onion,parmesan,new mown hay@bitter@musty@sulfurous@prune@lemon@ether@citrus@odorless@butterscotch@magnolia@phenolic@sulfur@strong@berry@grassy@sour@shrimp@herbal@leafy@rose@roasted@apple@nutty@vanilla@oil@powdery@peppery@mustard@carnation@bland@tobacco@honeysuckle@malt@spice@rubber@minty@mint@potato@camphoraceous@hawthorne@moss@balsamic@pineapple@solvent@ethereal@brown@floral@cherry@burnt@butter@acidic@woody@storax@almond@balsam@peach@orange,hop_oil@peach@fat@apple@berry@musty@herbal@balsamic@sulfurous@solvent@pungent@naphthyl@ether@fresh@ethereal@rancid@earthy@fruity@soap@hazelnut@odorless@acetophenone@sulfur@oil@leafy@sour@fatty@orange@lemon@acetone@sweaty@pineapple@waxy@roast beef@acrylic@cooling@burnt@coconut@alcoholic@nutty@spice@brandy@citrus@phenol@green@tobacco@fermented@roast@tutti frutti@malt@unpleasant@ammonia@hawthorne@lard@bready@truffle@citrus peel@raw@potato@butter@magnolia@strong@strawberry@cheesy@caramel@rubber@rose@dairy@cabbage@faint@must@peppery@yeast@woody@wine@flat@mild@cultured dairy,0.032243385555483325
green onion,onion,new mown hay@bitter@musty@sulfurous@prune@lemon@ether@citrus@odorless@butterscotch@magnolia@phenolic@sulfur@strong@berry@grassy@sour@shrimp@herbal@leafy@rose@roasted@apple@nutty@vanilla@oil@powdery@peppery@mustard@carnation@bland@tobacco@honeysuckle@malt@spice@rubber@minty@mint@potato@camphoraceous@hawthorne@moss@balsamic@pineapple@solvent@ethereal@brown@floral@cherry@burnt@butter@acidic@woody@storax@almond@balsam@peach@orange,new mown hay@onion@prune@caramel@powdery@naphthyl@ether@citrus@odorless@butterscotch@bitter@ethereal@sulfur@sour@strong@berry@nut@garlic@caramellic@cabbage@leafy@roasted@spice@nutty@vanilla@oil@peppery@sulfurous@carnation@bland@tobacco@honeysuckle@apple@minty@cheesy@mint@cream@coconut@camphoraceous@hawthorne@balsamic@solvent@waxy@watercress@floral@cherry@herbal@burnt@butter@fatty@storax@almond@mustard@peach@orange@musty@lemon@soap@magnolia@phenolic@smoke@egg@grassy@acidic@shrimp@rose@alcoholic@phenol@malt@earthy@rubber@potato@moss@acetic@pineapple@vegetable@fragrant@brown@horseradish@radish@woody@balsam@grass,0.0191625266146203
green onion,pepper,new mown hay@bitter@musty@sulfurous@prune@lemon@ether@citrus@odorless@butterscotch@magnolia@phenolic@sulfur@strong@berry@grassy@sour@shrimp@herbal@leafy@rose@roasted@apple@nutty@vanilla@oil@powdery@peppery@mustard@carnation@bland@tobacco@honeysuckle@malt@spice@rubber@minty@mint@potato@camphoraceous@hawthorne@moss@balsamic@pineapple@solvent@ethereal@brown@floral@cherry@burnt@butter@acidic@woody@storax@almond@balsam@peach@orange,new mown hay@herbal@prune@minty@wood@ether@strawberry@citrus@waxy@odorless@butterscotch@bitter@sulfur@clove@strong@soft@berry@fresh@lemon@alkane@spicy@spice@leafy@coconut@roasted@sour@nutty@woody@vanilla@oil@resinous@powdery@peppery@orange@fatty@carnation@bland@mint@tobacco@honeysuckle@apple@hawthorne@peach@must@camphoraceous@balsamic@solvent@lime@fruity@floral@cherry@burnt@butter@storax@almond@wax@musty@sulfurous@cooling@magnolia@phenolic@fir needle@caraway@grassy@shrimp@sweet@rose@warm@mustard@alkaline@pepper@malt@licorice@herb@rubber@potato@terpene@moss@pineapple@ethereal@balsam@brown@harsh@acidic@pungent@styrene,0.04963548937490306
green onion,basil,new mown hay@bitter@musty@sulfurous@prune@lemon@ether@citrus@odorless@butterscotch@magnolia@phenolic@sulfur@strong@berry@grassy@sour@shrimp@herbal@leafy@rose@roasted@apple@nutty@vanilla@oil@powdery@peppery@mustard@carnation@bland@tobacco@honeysuckle@malt@spice@rubber@minty@mint@potato@camphoraceous@hawthorne@moss@balsamic@pineapple@solvent@ethereal@brown@floral@cherry@burnt@butter@acidic@woody@storax@almond@balsam@peach@orange,new mown hay@herbal@prune@powdery@wood@ether@strawberry@citrus@camphor@odorless@butterscotch@bitter@smoky@sulfur@clove@strong@peach@berry@jasmin@lemon@spicy@phenol@vanilla@spice@acrylic@leafy@apple@roasted@floral@burnt@sour@nutty@woody@oil@resinous@peppery@carnation@violet@bland@mint@tobacco@honeysuckle@minty@raw@must@camphoraceous@oily@hawthorne@balsamic@solvent@fruity@fresh@cherry@butter@storax@cedar@sweat@anise@fir@almond@wax@orange@musty@sulfurous@sweet@earthy@magnolia@phenolic@fir needle@grassy@shrimp@rose@mustard@wine@cooling@malt@licorice@rubber@potato@fatty@moss@pineapple@ethereal@balsam@fragrant@brown@harsh@acidic,0.03178978316795296
green onion,parsley,new mown hay@bitter@musty@sulfurous@prune@lemon@ether@citrus@odorless@butterscotch@magnolia@phenolic@sulfur@strong@berry@grassy@sour@shrimp@herbal@leafy@rose@roasted@apple@nutty@vanilla@oil@powdery@peppery@mustard@carnation@bland@tobacco@honeysuckle@malt@spice@rubber@minty@mint@potato@camphoraceous@hawthorne@moss@balsamic@pineapple@solvent@ethereal@brown@floral@cherry@burnt@butter@acidic@woody@storax@almond@balsam@peach@orange,new mown hay@herbal@prune@powdery@minty@wood@ether@citrus@odorless@butterscotch@bitter@plastic@sulfur@strong@berry@lemon@paint@pleasant@caramellic@spice@leafy@roasted@sour@nutty@vanilla@oil@resinous@peppery@caraway@carnation@bland@tobacco@honeysuckle@apple@hawthorne@mint@citrus peel@must@camphoraceous@balsamic@solvent@lime@floral@cherry@burnt@butter@storax@almond@wax@peach@orange@flower@musty@sulfurous@magnolia@phenolic@fir needle@grassy@shrimp@rose@mustard@parsley@woody@malt@licorice@rubber@potato@moss@pineapple@ethereal@brown@balsam@harsh@caramel@acidic@spicy@styrene,0.030556142947769083
green onion,butter,new mown hay@bitter@musty@sulfurous@prune@lemon@ether@citrus@odorless@butterscotch@magnolia@phenolic@sulfur@strong@berry@grassy@sour@shrimp@herbal@leafy@rose@roasted@apple@nutty@vanilla@oil@powdery@peppery@mustard@carnation@bland@tobacco@honeysuckle@malt@spice@rubber@minty@mint@potato@camphoraceous@hawthorne@moss@balsamic@pineapple@solvent@ethereal@brown@floral@cherry@burnt@butter@acidic@woody@storax@almond@balsam@peach@orange,nutty@peach@citrus@balsamic@prune@apricot@ether@fresh@ethereal@rancid@soap@butter@oil@leafy@sour@caramel@fatty@grassy@orange@potato@coconut@balsam@bitter@burnt@spice@vanilla@truffle@phenol@peppery@sulfur@pineapple@bland@tobacco@cooling@smoke@malt@waxy@apple@bready@minty@rubber@roast beef@citrus peel@lemon@strawberry@cream@mint@cheesy@jasmin@lard@solvent@vegetable@very strong@hazelnut@alcoholic@butterscotch@nut@buttery@sweet@cultured dairy,0.03756110110625161
green onion,oregano,new mown hay@bitter@musty@sulfurous@prune@lemon@ether@citrus@odorless@butterscotch@magnolia@phenolic@sulfur@strong@berry@grassy@sour@shrimp@herbal@leafy@rose@roasted@apple@nutty@vanilla@oil@powdery@peppery@mustard@carnation@bland@tobacco@honeysuckle@malt@spice@rubber@minty@mint@potato@camphoraceous@hawthorne@moss@balsamic@pineapple@solvent@ethereal@brown@floral@cherry@burnt@butter@acidic@woody@storax@almond@balsam@peach@orange,new mown hay@herbal@prune@powdery@wood@ether@citrus@odorless@butterscotch@bitter@smoky@sulfur@strong@berry@jasmin@lemon@spicy@oil@spice@leafy@roasted@floral@sour@nutty@vanilla@resinous@peppery@carnation@violet@bland@mint@tobacco@honeysuckle@apple@minty@alkane@raw@must@camphoraceous@leather@hawthorne@balsamic@solvent@fruity@cherry@burnt@butter@storax@cedar@almond@amber@peach@orange@musty@sulfurous@magnolia@phenolic@fir needle@wax@woody@grassy@chocolate@shrimp@sweet@rose@warm@mustard@malt@licorice@rubber@potato@moss@pineapple@ethereal@balsam@brown@harsh@acidic@cultured dairy,0.023047763457164517
green onion,egg,new mown hay@bitter@musty@sulfurous@prune@lemon@ether@citrus@odorless@butterscotch@magnolia@phenolic@sulfur@strong@berry@grassy@sour@shrimp@herbal@leafy@rose@roasted@apple@nutty@vanilla@oil@powdery@peppery@mustard@carnation@bland@tobacco@honeysuckle@malt@spice@rubber@minty@mint@potato@camphoraceous@hawthorne@moss@balsamic@pineapple@solvent@ethereal@brown@floral@cherry@burnt@butter@acidic@woody@storax@almond@balsam@peach@orange,,0.02088938123120747
green onion,water,new mown hay@bitter@musty@sulfurous@prune@lemon@ether@citrus@odorless@butterscotch@magnolia@phenolic@sulfur@strong@berry@grassy@sour@shrimp@herbal@leafy@rose@roasted@apple@nutty@vanilla@oil@powdery@peppery@mustard@carnation@bland@tobacco@honeysuckle@malt@spice@rubber@minty@mint@potato@camphoraceous@hawthorne@moss@balsamic@pineapple@solvent@ethereal@brown@floral@cherry@burnt@butter@acidic@woody@storax@almond@balsam@peach@orange,bitter@sour@grassy,0.0378476221819977
green onion,sugar,new mown hay@bitter@musty@sulfurous@prune@lemon@ether@citrus@odorless@butterscotch@magnolia@phenolic@sulfur@strong@berry@grassy@sour@shrimp@herbal@leafy@rose@roasted@apple@nutty@vanilla@oil@powdery@peppery@mustard@carnation@bland@tobacco@honeysuckle@malt@spice@rubber@minty@mint@potato@camphoraceous@hawthorne@moss@balsamic@pineapple@solvent@ethereal@brown@floral@cherry@burnt@butter@acidic@woody@storax@almond@balsam@peach@orange,sour@grassy@bitter@bland,0.07449605609114812
